,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
676974,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,corton 1923,362316.0,948447,63905,1,1,1928,1928,0.0,0.0,40.0,,"['corton', '1923']","['corton', '1923']","[('corton', 'NN'), ('1923', 'CD')]",2.0,2.0,"'corton', '1923'",corton ,1920,379.559030418251
676975,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,pommard 1923,362317.0,948448,63905,1,1,1928,1928,0.0,0.0,30.0,,"['pommard', '1923']","['pommard', '1923']","[('pommard', 'NN'), ('1923', 'CD')]",2.0,2.0,"'pommard', '1923'",pommard ,1920,379.559030418251
676976,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cote d'or monopoole,362318.0,948449,63905,1,1,1928,1928,0.0,0.0,20.0,,"['cote', ""d'or"", 'monopoole']","['cote', ""d'or"", 'monopoole']","[('cote', 'NN'), (""d'or"", 'NN'), ('monopoole', 'NN')]",3.0,3.0,"'cote', 'd'or', 'monopoole'",cote dor monopoole,1920,379.559030418251
676977,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,batard-montrachet 1921,362319.0,948450,63906,1,1,1928,1928,0.0,0.0,50.0,,"['batard-montrachet', '1921']","['batard-montrachet', '1921']","[('batard-montrachet', 'NN'), ('1921', 'CD')]",2.0,2.0,"'batard-montrachet', '1921'",batardmontrachet ,1920,379.559030418251
676978,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,batard-montrachet 1923,362320.0,948451,63906,1,1,1928,1928,0.0,0.0,40.0,,"['batard-montrachet', '1923']","['batard-montrachet', '1923']","[('batard-montrachet', 'NN'), ('1923', 'CD')]",2.0,2.0,"'batard-montrachet', '1923'",batardmontrachet ,1920,379.559030418251
676979,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,chablis premiere 1921,362321.0,948452,63906,1,1,1928,1928,0.0,0.0,30.0,,"['chablis', 'premiere', '1921']","['chablis', 'premiere', '1921']","[('chablis', 'NN'), ('premiere', 'NN'), ('1921', 'CD')]",3.0,3.0,"'chablis', 'premiere', '1921'",chablis premiere ,1920,379.559030418251
676980,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,chablis 1923,362322.0,948453,63906,1,1,1928,1928,0.0,0.0,25.0,,"['chablis', '1923']","['chablis', '1923']","[('chablis', 'NN'), ('1923', 'CD')]",2.0,2.0,"'chablis', '1923'",chablis ,1920,379.559030418251
676981,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,clos sainte-odile 1925,362323.0,948454,63906,1,1,1928,1928,0.0,0.0,20.0,,"['clos', 'sainte-odile', '1925']","['clos', 'sainte-odile', '1925']","[('clos', 'NN'), ('sainte-odile', 'JJ'), ('1925', 'CD')]",3.0,3.0,"'clos', 'sainte-odile', '1925'",clos sainteodile ,1920,379.559030418251
676982,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,riquewihr muscat 1924,362324.0,948455,63906,1,1,1928,1928,0.0,0.0,20.0,,"['riquewihr', 'muscat', '1924']","['riquewihr', 'muscat', '1924']","[('riquewihr', 'NN'), ('muscat', 'NN'), ('1924', 'CD')]",3.0,3.0,"'riquewihr', 'muscat', '1924'",riquewihr muscat ,1920,379.559030418251
676983,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cotes roties 1919,362325.0,948456,63906,1,1,1928,1928,0.0,0.0,30.0,,"['cotes', 'roties', '1919']","['cotes', 'roties', '1919']","[('cotes', 'NNS'), ('roties', 'NNS'), ('1919', 'CD')]",3.0,3.0,"'cotes', 'roties', '1919'",cotes roties ,1920,379.559030418251
676984,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,chateauneur du pape 1919,362326.0,948457,63906,1,1,1928,1928,0.0,0.0,25.0,,"['chateauneur', 'du', 'pape', '1919']","['chateauneur', 'du', 'pape', '1919']","[('chateauneur', 'NN'), ('du', 'NN'), ('pape', 'NN'), ('1919', 'CD')]",4.0,4.0,"'chateauneur', 'du', 'pape', '1919'",chateauneur du pape ,1920,379.559030418251
676985,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,hermitage 1919,362327.0,948458,63906,1,1,1928,1928,0.0,0.0,25.0,,"['hermitage', '1919']","['hermitage', '1919']","[('hermitage', 'NN'), ('1919', 'CD')]",2.0,2.0,"'hermitage', '1919'",hermitage ,1920,379.559030418251
676986,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vermouth cinzano export,362328.0,948460,63906,1,1,1928,1928,0.0,0.0,2.0,,"['vermouth', 'cinzano', 'export']","['vermouth', 'cinzano', 'export']","[('vermouth', 'NN'), ('cinzano', 'NN'), ('export', 'NN')]",3.0,3.0,"'vermouth', 'cinzano', 'export'",vermouth cinzano export,1920,379.559030418251
676987,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vermouth noilly-prat export,362329.0,948461,63906,1,1,1928,1928,0.0,0.0,2.0,,"['vermouth', 'noilly-prat', 'export']","['vermouth', 'noilly-prat', 'export']","[('vermouth', 'RB'), ('noilly-prat', 'JJ'), ('export', 'NN')]",3.0,3.0,"'vermouth', 'noilly-prat', 'export'",vermouth noillyprat export,1920,379.559030418251
676988,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,porto rouge sandeman,362330.0,948463,63906,1,1,1928,1928,0.0,0.0,6.0,,"['porto', 'rouge', 'sandeman']","['porto', 'rouge', 'sandeman']","[('porto', 'NN'), ('rouge', 'NN'), ('sandeman', 'NN')]",3.0,3.0,"'porto', 'rouge', 'sandeman'",porto rouge sandeman,1920,379.559030418251
676989,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,real port white label no 18,362331.0,948464,63906,1,1,1928,1928,0.0,0.0,5.0,,"['real', 'port', 'white', 'label', 'no', '18']","['real', 'port', 'white', 'label', '18']","[('real', 'JJ'), ('port', 'NN'), ('white', 'JJ'), ('label', 'NN'), ('18', 'CD')]",5.0,6.0,"'real', 'port', 'white', 'label', '18'",real port white label ,1920,379.559030418251
676990,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,real port black label no 26,362332.0,948465,63906,1,1,1928,1928,0.0,0.0,5.0,,"['real', 'port', 'black', 'label', 'no', '26']","['real', 'port', 'black', 'label', '26']","[('real', 'JJ'), ('port', 'NN'), ('black', 'JJ'), ('label', 'NN'), ('26', 'CD')]",5.0,6.0,"'real', 'port', 'black', 'label', '26'",real port black label ,1920,379.559030418251
676991,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,xeres seco sandeman,362333.0,948468,63906,1,1,1928,1928,0.0,0.0,6.0,,"['xeres', 'seco', 'sandeman']","['xeres', 'seco', 'sandeman']","[('xeres', 'NNS'), ('seco', 'VBP'), ('sandeman', 'NN')]",3.0,3.0,"'xeres', 'seco', 'sandeman'",xeres seco sandeman,1920,379.559030418251
676992,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,grande champagne v.o.c.b. (bisquit dubouche),362336.0,948472,63907,1,1,1928,1928,0.0,0.0,3.5,7.0,"['grande', 'champagne', 'v.o.c.b.', '(bisquit', 'dubouche)']","['grande', 'champagne', 'v.o.c.b.', '(bisquit', 'dubouche)']","[('grande', 'NN'), ('champagne', 'NN'), ('v.o.c.b.', 'NN'), ('(bisquit', 'NN'), ('dubouche)', 'NN')]",5.0,5.0,"'grande', 'champagne', 'v.o.c.b.', '(bisquit', 'dubouche)'",grande champagne vocb bisquit dubouche,1920,379.559030418251
676993,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cognac (martell & co),362337.0,948473,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['cognac', '(martell', '&', 'co)']","['cognac', '(martell', '&', 'co)']","[('cognac', 'NN'), ('(martell', 'NNP'), ('&', 'CC'), ('co)', 'NN')]",4.0,4.0,"'cognac', '(martell', '&', 'co)'",cognac martell  co,1920,379.559030418251
676994,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cognac (hennessy),362338.0,948474,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['cognac', '(hennessy)']","['cognac', '(hennessy)']","[('cognac', 'NN'), ('(hennessy)', 'NN')]",2.0,2.0,"'cognac', '(hennessy)'",cognac hennessy,1920,379.559030418251
676995,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"cognac (bisquit, dubouche)",362347.0,948487,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['cognac', '(bisquit,', 'dubouche)']","['cognac', '(bisquit,', 'dubouche)']","[('cognac', 'NN'), ('(bisquit,', 'CD'), ('dubouche)', 'NN')]",3.0,3.0,"'cognac', '(bisquit,', 'dubouche)'",cognac bisquit dubouche,1920,379.559030418251
676996,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"liquer des peres chartreux de tarragone, jaune",362348.0,948489,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['liquer', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'jaune']","['liquer', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'jaune']","[('liquer', 'NN'), ('des', 'NNS'), ('peres', 'VBZ'), ('chartreux', 'VBP'), ('de', 'IN'), ('tarragone,', 'FW'), ('jaune', 'NN')]",7.0,7.0,"'liquer', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'jaune'",liquer des peres chartreux de tarragone jaune,1920,379.559030418251
676997,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"liqueur des peres chartreux de tarragone, verte",362349.0,948490,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['liqueur', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'verte']","['liqueur', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'verte']","[('liqueur', 'NN'), ('des', 'NNS'), ('peres', 'VBZ'), ('chartreux', 'VBP'), ('de', 'IN'), ('tarragone,', 'FW'), ('verte', 'NN')]",7.0,7.0,"'liqueur', 'des', 'peres', 'chartreux', 'de', 'tarragone,', 'verte'",liqueur des peres chartreux de tarragone verte,1920,379.559030418251
676998,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"grande chartreuse, jaune",362350.0,948491,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['grande', 'chartreuse,', 'jaune']","['grande', 'chartreuse,', 'jaune']","[('grande', 'NN'), ('chartreuse,', 'NN'), ('jaune', 'NN')]",3.0,3.0,"'grande', 'chartreuse,', 'jaune'",grande chartreuse jaune,1920,379.559030418251
676999,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"grande chartreuse, verte",362351.0,948492,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['grande', 'chartreuse,', 'verte']","['grande', 'chartreuse,', 'verte']","[('grande', 'NN'), ('chartreuse,', 'NN'), ('verte', 'NN')]",3.0,3.0,"'grande', 'chartreuse,', 'verte'",grande chartreuse verte,1920,379.559030418251
677000,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cherry brandy wijnand fockink,362352.0,948493,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['cherry', 'brandy', 'wijnand', 'fockink']","['cherry', 'brandy', 'wijnand', 'fockink']","[('cherry', 'NN'), ('brandy', 'NN'), ('wijnand', 'NN'), ('fockink', 'NN')]",4.0,4.0,"'cherry', 'brandy', 'wijnand', 'fockink'",cherry brandy wijnand fockink,1920,379.559030418251
677001,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"liqueur, kummel allasch",362426.0,948810,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['liqueur,', 'kummel', 'allasch']","['liqueur,', 'kummel', 'allasch']","[('liqueur,', 'NN'), ('kummel', 'NN'), ('allasch', 'NN')]",3.0,3.0,"'liqueur,', 'kummel', 'allasch'",liqueur kummel allasch,1920,379.559030418251
677002,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,grand marnier (cordon rouge),362427.0,948811,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['grand', 'marnier', '(cordon', 'rouge)']","['grand', 'marnier', '(cordon', 'rouge)']","[('grand', 'JJ'), ('marnier', 'JJR'), ('(cordon', 'NN'), ('rouge)', 'NN')]",4.0,4.0,"'grand', 'marnier', '(cordon', 'rouge)'",grand marnier cordon rouge,1920,379.559030418251
677003,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"mineral water, vieille cure de l'abbaye de cenon",362428.0,948812,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['mineral', 'water,', 'vieille', 'cure', 'de', ""l'abbaye"", 'de', 'cenon']","['mineral', 'water,', 'vieille', 'cure', 'de', ""l'abbaye"", 'de', 'cenon']","[('mineral', 'JJ'), ('water,', 'NN'), ('vieille', 'JJ'), ('cure', 'NN'), ('de', 'IN'), (""l'abbaye"", 'FW'), ('de', 'FW'), ('cenon', 'NN')]",8.0,8.0,"'mineral', 'water,', 'vieille', 'cure', 'de', 'l'abbaye', 'de', 'cenon'",mineral water vieille cure de labbaye de cenon,1920,379.559030418251
677004,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"mineral water, benedictine de l'abbaye de fecamp",362429.0,948813,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['mineral', 'water,', 'benedictine', 'de', ""l'abbaye"", 'de', 'fecamp']","['mineral', 'water,', 'benedictine', 'de', ""l'abbaye"", 'de', 'fecamp']","[('mineral', 'JJ'), ('water,', 'WRB'), ('benedictine', 'NN'), ('de', 'IN'), (""l'abbaye"", 'FW'), ('de', 'FW'), ('fecamp', 'FW')]",7.0,7.0,"'mineral', 'water,', 'benedictine', 'de', 'l'abbaye', 'de', 'fecamp'",mineral water benedictine de labbaye de fecamp,1920,379.559030418251
677005,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"mineral water, pippermint vert get (get's creme de menthe)",362430.0,948816,63907,1,1,1928,1928,0.0,0.0,2.5,5.0,"['mineral', 'water,', 'pippermint', 'vert', 'get', ""(get's"", 'creme', 'de', 'menthe)']","['mineral', 'water,', 'pippermint', 'vert', 'get', ""(get's"", 'creme', 'de', 'menthe)']","[('mineral', 'JJ'), ('water,', 'NN'), ('pippermint', 'NN'), ('vert', 'NN'), ('get', 'VBP'), (""(get's"", 'JJ'), ('creme', 'NN'), ('de', 'IN'), ('menthe)', 'FW')]",9.0,9.0,"'mineral', 'water,', 'pippermint', 'vert', 'get', '(get's', 'creme', 'de', 'menthe)'",mineral water pippermint vert get gets creme de menthe,1920,379.559030418251
677006,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,old tom gin d.c.l.,362431.0,948822,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['old', 'tom', 'gin', 'd.c.l.']","['old', 'tom', 'gin', 'd.c.l.']","[('old', 'JJ'), ('tom', 'NN'), ('gin', 'NN'), ('d.c.l.', 'NN')]",4.0,4.0,"'old', 'tom', 'gin', 'd.c.l.'",old tom gin dcl,1920,379.559030418251
677007,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,whiskey king george iv,362432.0,948828,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['whiskey', 'king', 'george', 'iv']","['whiskey', 'king', 'george', 'iv']","[('whiskey', 'NN'), ('king', 'VBG'), ('george', 'NN'), ('iv', 'NN')]",4.0,4.0,"'whiskey', 'king', 'george', 'iv'",whiskey king george iv,1920,379.559030418251
677008,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,whiskey white label,362433.0,948829,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['whiskey', 'white', 'label']","['whiskey', 'white', 'label']","[('whiskey', 'JJ'), ('white', 'JJ'), ('label', 'NN')]",3.0,3.0,"'whiskey', 'white', 'label'",whiskey white label,1920,379.559030418251
677009,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,whiskey white horse,362434.0,948831,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['whiskey', 'white', 'horse']","['whiskey', 'white', 'horse']","[('whiskey', 'JJ'), ('white', 'JJ'), ('horse', 'NN')]",3.0,3.0,"'whiskey', 'white', 'horse'",whiskey white horse,1920,379.559030418251
677010,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,creme de cacao (marnier lapostolle),362435.0,948835,63907,1,1,1928,1928,0.0,0.0,3.0,6.0,"['creme', 'de', 'cacao', '(marnier', 'lapostolle)']","['creme', 'de', 'cacao', '(marnier', 'lapostolle)']","[('creme', 'NN'), ('de', 'IN'), ('cacao', 'FW'), ('(marnier', 'JJR'), ('lapostolle)', 'NN')]",5.0,5.0,"'creme', 'de', 'cacao', '(marnier', 'lapostolle)'",creme de cacao marnier lapostolle,1920,379.559030418251
677011,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,anisette (marie brizard et roger),362436.0,948840,63907,1,1,1928,1928,0.0,0.0,2.5,5.0,"['anisette', '(marie', 'brizard', 'et', 'roger)']","['anisette', '(marie', 'brizard', 'et', 'roger)']","[('anisette', 'NN'), ('(marie', 'NNP'), ('brizard', 'NN'), ('et', 'NN'), ('roger)', 'NN')]",5.0,5.0,"'anisette', '(marie', 'brizard', 'et', 'roger)'",anisette marie brizard et roger,1920,379.559030418251
677012,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,curacao triple sec (marie brizard et roger),362437.0,948842,63907,1,1,1928,1928,0.0,0.0,2.5,5.0,"['curacao', 'triple', 'sec', '(marie', 'brizard', 'et', 'roger)']","['curacao', 'triple', 'sec', '(marie', 'brizard', 'et', 'roger)']","[('curacao', 'NN'), ('triple', 'NN'), ('sec', 'NN'), ('(marie', 'NNP'), ('brizard', 'NN'), ('et', 'NN'), ('roger)', 'NN')]",7.0,7.0,"'curacao', 'triple', 'sec', '(marie', 'brizard', 'et', 'roger)'",curacao triple sec marie brizard et roger,1920,379.559030418251
677013,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,rhum cardinal,362438.0,948844,63907,1,1,1928,1928,0.0,0.0,2.5,5.0,"['rhum', 'cardinal']","['rhum', 'cardinal']","[('rhum', 'NN'), ('cardinal', 'NN')]",2.0,2.0,"'rhum', 'cardinal'",rhum cardinal,1920,379.559030418251
677014,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vichy (etat),362521.0,949658,63908,1,1,1928,1928,0.0,0.0,2.5,4.0,"['vichy', '(etat)']","['vichy', '(etat)']","[('vichy', 'NN'), ('(etat)', 'NN')]",2.0,2.0,"'vichy', '(etat)'",vichy etat,1920,379.559030418251
677015,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,evian (source cachat),362522.0,949659,63908,1,1,1928,1928,0.0,0.0,4.0,,"['evian', '(source', 'cachat)']","['evian', '(source', 'cachat)']","[('evian', 'JJ'), ('(source', 'NN'), ('cachat)', 'NN')]",3.0,3.0,"'evian', '(source', 'cachat)'",evian source cachat,1920,379.559030418251
677016,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vittel (grande source),362523.0,949660,63908,2,2,1928,1928,0.0,0.0,4.0,,"['vittel', '(grande', 'source)']","['vittel', '(grande', 'source)']","[('vittel', 'NN'), ('(grande', 'CD'), ('source)', 'NN')]",3.0,3.0,"'vittel', '(grande', 'source)'",vittel grande source,1920,379.559030418251
677018,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,saint-galmier badoit (garantie naturelle),362524.0,949666,63908,1,1,1928,1928,0.0,0.0,4.0,,"['saint-galmier', 'badoit', '(garantie', 'naturelle)']","['saint-galmier', 'badoit', '(garantie', 'naturelle)']","[('saint-galmier', 'JJ'), ('badoit', 'NN'), ('(garantie', 'NNP'), ('naturelle)', 'NN')]",4.0,4.0,"'saint-galmier', 'badoit', '(garantie', 'naturelle)'",saintgalmier badoit garantie naturelle,1920,379.559030418251
677019,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cristal fontaine,362525.0,949667,63908,1,1,1928,1928,0.0,0.0,3.0,,"['cristal', 'fontaine']","['cristal', 'fontaine']","[('cristal', 'JJ'), ('fontaine', 'NN')]",2.0,2.0,"'cristal', 'fontaine'",cristal fontaine,1920,379.559030418251
677020,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,lucine (specifique contre le mal de mer),362526.0,949668,63908,1,1,1928,1928,0.0,0.0,5.0,,"['lucine', '(specifique', 'contre', 'le', 'mal', 'de', 'mer)']","['lucine', '(specifique', 'contre', 'le', 'mal', 'de', 'mer)']","[('lucine', 'NN'), ('(specifique', 'NN'), ('contre', 'NN'), ('le', 'NN'), ('mal', 'FW'), ('de', 'FW'), ('mer)', 'FW')]",7.0,7.0,"'lucine', '(specifique', 'contre', 'le', 'mal', 'de', 'mer)'",lucine specifique contre le mal de mer,1920,379.559030418251
677021,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,pale ale (bass & co),362527.0,949672,63908,1,1,1928,1928,0.0,0.0,5.0,7.0,"['pale', 'ale', '(bass', '&', 'co)']","['pale', 'ale', '(bass', '&', 'co)']","[('pale', 'JJ'), ('ale', 'JJ'), ('(bass', 'NN'), ('&', 'CC'), ('co)', 'NN')]",5.0,5.0,"'pale', 'ale', '(bass', '&', 'co)'",pale ale bass  co,1920,379.559030418251
677022,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,stout (bass & co),362528.0,949673,63908,1,1,1928,1928,0.0,0.0,5.0,7.0,"['stout', '(bass', '&', 'co)']","['stout', '(bass', '&', 'co)']","[('stout', 'NN'), ('(bass', 'NNP'), ('&', 'CC'), ('co)', 'NN')]",4.0,4.0,"'stout', '(bass', '&', 'co)'",stout bass  co,1920,379.559030418251
677023,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,paillette type pilsen,362529.0,949674,63908,1,1,1928,1928,0.0,0.0,3.5,,"['paillette', 'type', 'pilsen']","['paillette', 'type', 'pilsen']","[('paillette', 'NN'), ('type', 'NN'), ('pilsen', 'NN')]",3.0,3.0,"'paillette', 'type', 'pilsen'",paillette type pilsen,1920,379.559030418251
677024,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,paillette le bock,362530.0,949675,63908,1,1,1928,1928,0.0,0.0,0.75,3.0,"['paillette', 'le', 'bock']","['paillette', 'le', 'bock']","[('paillette', 'NN'), ('le', 'NN'), ('bock', 'NN')]",3.0,3.0,"'paillette', 'le', 'bock'",paillette le bock,1920,379.559030418251
677025,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cognac double (a l'eau),362143.0,947500,63909,1,1,1928,1928,0.0,0.0,7.0,,"['cognac', 'double', '(a', ""l'eau)""]","['cognac', 'double', '(a', ""l'eau)""]","[('cognac', 'NN'), ('double', 'JJ'), ('(a', 'NN'), (""l'eau)"", 'NN')]",4.0,4.0,"'cognac', 'double', '(a', 'l'eau)'",cognac double a leau,1920,379.559030418251
677026,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,cointreau triple sec cocktail,362144.0,947504,63909,1,1,1928,1928,0.0,0.0,6.0,,"['cointreau', 'triple', 'sec', 'cocktail']","['cointreau', 'triple', 'sec', 'cocktail']","[('cointreau', 'NN'), ('triple', 'NN'), ('sec', 'NN'), ('cocktail', 'NN')]",4.0,4.0,"'cointreau', 'triple', 'sec', 'cocktail'",cointreau triple sec cocktail,1920,379.559030418251
677027,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"grogs, chauds de toutes sortes",362145.0,947510,63909,1,1,1928,1928,0.0,0.0,5.5,,"['grogs,', 'chauds', 'de', 'toutes', 'sortes']","['grogs,', 'chauds', 'de', 'toutes', 'sortes']","[('grogs,', 'NN'), ('chauds', 'NN'), ('de', 'IN'), ('toutes', 'NNS'), ('sortes', 'NNS')]",5.0,5.0,"'grogs,', 'chauds', 'de', 'toutes', 'sortes'",grogs chauds de toutes sortes,1920,379.559030418251
677028,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"grogs, froids de toutes sortes",362146.0,947511,63909,1,1,1928,1928,0.0,0.0,5.5,,"['grogs,', 'froids', 'de', 'toutes', 'sortes']","['grogs,', 'froids', 'de', 'toutes', 'sortes']","[('grogs,', 'JJ'), ('froids', 'NNS'), ('de', 'IN'), ('toutes', 'NNS'), ('sortes', 'NNS')]",5.0,5.0,"'grogs,', 'froids', 'de', 'toutes', 'sortes'",grogs froids de toutes sortes,1920,379.559030418251
677029,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,vermouth avec sirops,362147.0,947516,63909,1,1,1928,1928,0.0,0.0,4.0,,"['vermouth', 'avec', 'sirops']","['vermouth', 'avec', 'sirops']","[('vermouth', 'NN'), ('avec', 'NN'), ('sirops', 'NNS')]",3.0,3.0,"'vermouth', 'avec', 'sirops'",vermouth avec sirops,1920,379.559030418251
677030,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,amer avec sirops,362148.0,947518,63909,1,1,1928,1928,0.0,0.0,3.0,,"['amer', 'avec', 'sirops']","['amer', 'avec', 'sirops']","[('amer', 'NN'), ('avec', 'NN'), ('sirops', 'NNS')]",3.0,3.0,"'amer', 'avec', 'sirops'",amer avec sirops,1920,379.559030418251
677031,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,bitter avec sirops,362149.0,947519,63909,1,1,1928,1928,0.0,0.0,3.0,,"['bitter', 'avec', 'sirops']","['bitter', 'avec', 'sirops']","[('bitter', 'JJ'), ('avec', 'NN'), ('sirops', 'NNS')]",3.0,3.0,"'bitter', 'avec', 'sirops'",bitter avec sirops,1920,379.559030418251
677032,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,sirops divers,362150.0,947520,63909,1,1,1928,1928,0.0,0.0,1.5,,"['sirops', 'divers']","['sirops', 'divers']","[('sirops', 'NNS'), ('divers', 'NNS')]",2.0,2.0,"'sirops', 'divers'",sirops divers,1920,379.559030418251
677033,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"bonbons, boite rectangulaire",362151.0,947523,63909,1,1,1928,1928,0.0,0.0,8.0,,"['bonbons,', 'boite', 'rectangulaire']","['bonbons,', 'boite', 'rectangulaire']","[('bonbons,', 'NN'), ('boite', 'NN'), ('rectangulaire', 'NN')]",3.0,3.0,"'bonbons,', 'boite', 'rectangulaire'",bonbons boite rectangulaire,1920,379.559030418251
677034,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"bonbons, boite ronde",362152.0,947524,63909,1,1,1928,1928,0.0,0.0,6.0,,"['bonbons,', 'boite', 'ronde']","['bonbons,', 'boite', 'ronde']","[('bonbons,', 'NN'), ('boite', 'NN'), ('ronde', 'NN')]",3.0,3.0,"'bonbons,', 'boite', 'ronde'",bonbons boite ronde,1920,379.559030418251
677035,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"tabac, maryland (regie)",362153.0,947525,63910,1,1,1928,1928,0.0,0.0,4.0,,"['tabac,', 'maryland', '(regie)']","['tabac,', 'maryland', '(regie)']","[('tabac,', 'NN'), ('maryland', 'NN'), ('(regie)', 'NN')]",3.0,3.0,"'tabac,', 'maryland', '(regie)'",tabac maryland regie,1920,379.559030418251
677036,31513,,,1928-12-16,Compagnie Generale Transatlantique,14,189,"tabac, scaferlati superieur (regie)",362154.0,947526,63910,1,1,1928,1928,0.0,0.0,4.0,,"['tabac,', 'scaferlati', 'superieur', '(regie)']","['tabac,', 'scaferlati', 'superieur', '(regie)']","[('tabac,', 'NN'), ('scaferlati', 'NNS'), ('superieur', 'VBP'), ('(regie)', 'NN')]",4.0,4.0,"'tabac,', 'scaferlati', 'superieur', '(regie)'",tabac scaferlati superieur regie,1920,379.559030418251
